text,union_name,f_num,desig_num,count
BCTGM - 103,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM - 1114,"BAKERY, TOBACCO AND GRAIN AFL-CIO",36756,114,1
BCTGM - 1780,"BAKERY, TOBACCO AND GRAIN AFL-CIO",26449,80,1
BCTGM - 220G,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM - 3114,"BAKERY, TOBACCO AND GRAIN AFL-CIO",36756,114,1
BCTGM - 321,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM - 3656,"BAKERY, TOBACCO AND GRAIN AFL-CIO",41726,56,1
BCTGM - 520,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM - 599,"BAKERY, TOBACCO AND GRAIN AFL-CIO",26454,99,1
BCTGM - 66,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM - 7,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM - 95,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM - AFL-CIO,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM 102g,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM 401,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM International Union 401,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM-,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM-1111,"BAKERY, TOBACCO AND GRAIN AFL-CIO",63644,111,1
BCTGM-1356,"BAKERY, TOBACCO AND GRAIN AFL-CIO",41726,56,1
BCTGM-3478,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM-7,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM-79G,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
BCTGM-MULTI,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
"Bakery, Confectionery, Tobacco, and Grain Millers Union (BCTGM)","BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,1
MULTI - OCAW ICW UFCW UNITE,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 1-562,"STEELWORKERS, AFL-CIO",35067,562,1
OCAW - 1675,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 2-493,"STEELWORKERS, AFL-CIO",22560,493,1
OCAW - 2-598,"STEELWORKERS, AFL-CIO",70365,0,1
OCAW - 2-656,"STEELWORKERS, AFL-CIO",,656,1
OCAW - 2-844,"STEELWORKERS, AFL-CIO",67269,844,1
OCAW - 2-904,"STEELWORKERS, AFL-CIO",,904,1
OCAW - 2-952,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 20,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 3-116,"STEELWORKERS, AFL-CIO",,116,1
OCAW - 3-357,"STEELWORKERS, AFL-CIO",34803,357,1
OCAW - 3-367,"STEELWORKERS, AFL-CIO",512914,367,1
OCAW - 3-372,"STEELWORKERS, AFL-CIO",35281,372,1
OCAW - 3-4-88,"STEELWORKERS, AFL-CIO",43080,88,1
OCAW - 3-495,"STEELWORKERS, AFL-CIO",29022,495,1
OCAW - 3-562,"STEELWORKERS, AFL-CIO",35067,562,1
OCAW - 3-631,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 3-674,"STEELWORKERS, AFL-CIO",67502,674,1
OCAW - 3-677,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 3-681,"STEELWORKERS, AFL-CIO",35393,681,1
OCAW - 3-700,"STEELWORKERS, AFL-CIO",40683,700,1
OCAW - 3-721,"STEELWORKERS, AFL-CIO",57985,721,1
OCAW - 3-843,"STEELWORKERS, AFL-CIO",,43,1
OCAW - 3-881,"STEELWORKERS, AFL-CIO",69002,881,1
OCAW - 3-923,"STEELWORKERS, AFL-CIO",505358,923,1
OCAW - 3-951,"STEELWORKERS, AFL-CIO",514327,951,1
OCAW - 3-973,"STEELWORKERS, AFL-CIO",513394,973,1
OCAW - 3-981,"STEELWORKERS, AFL-CIO",,981,1
OCAW - 3-982,"STEELWORKERS, AFL-CIO",504800,982,1
OCAW - 3-986,"STEELWORKERS, AFL-CIO",519052,986,1
OCAW - 3-990,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 3276,"STEELWORKERS, AFL-CIO",6946,76,1
OCAW - 3295,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 3372,"STEELWORKERS, AFL-CIO",16553,3372,1
OCAW - 3632,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 4-1996,"STEELWORKERS, AFL-CIO",,1996,1
OCAW - 4-449,"STEELWORKERS, AFL-CIO",29881,449,1
OCAW - 4-580,"STEELWORKERS, AFL-CIO",,580,1
OCAW - 4-588,"STEELWORKERS, AFL-CIO",69371,588,1
OCAW - 423,"STEELWORKERS, AFL-CIO",22524,423,1
OCAW - 5-107,"STEELWORKERS, AFL-CIO",41251,0,1
OCAW - 5-114B,"STEELWORKERS, AFL-CIO",504703,114,1
OCAW - 5-194 & 5-6,"STEELWORKERS, AFL-CIO",27106,0,1
OCAW - 5-232,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 5-312,"STEELWORKERS, AFL-CIO",12411,312,1
OCAW - 5-391,"STEELWORKERS, AFL-CIO",26773,391,1
OCAW - 5-432,"STEELWORKERS, AFL-CIO",7154,0,1
OCAW - 5-517,"STEELWORKERS, AFL-CIO",20962,517,1
OCAW - 5-617,"STEELWORKERS, AFL-CIO",36766,617,1
OCAW - 6-528,"STEELWORKERS, AFL-CIO",,528,1
OCAW - 6111,"STEELWORKERS, AFL-CIO",52641,111,1
OCAW - 7-1195,"STEELWORKERS, AFL-CIO",540157,1195,1
OCAW - 7-126,"STEELWORKERS, AFL-CIO",13031,126,1
OCAW - 7-159,"STEELWORKERS, AFL-CIO",,159,1
OCAW - 7-220,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 7-334,"STEELWORKERS, AFL-CIO",,334,1
OCAW - 7-336,"STEELWORKERS, AFL-CIO",42423,0,1
OCAW - 7-389,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 7-429,"STEELWORKERS, AFL-CIO",13002,0,1
OCAW - 7-482,"STEELWORKERS, AFL-CIO",34156,0,1
OCAW - 7-5-7,"STEELWORKERS, AFL-CIO",,7,1
OCAW - 7-517,"STEELWORKERS, AFL-CIO",20962,517,1
OCAW - 7-521,"STEELWORKERS, AFL-CIO",40247,0,1
OCAW - 7-622,"STEELWORKERS, AFL-CIO",35279,0,1
OCAW - 7-662,"STEELWORKERS, AFL-CIO",39505,0,1
OCAW - 7-669,"STEELWORKERS, AFL-CIO",30555,0,1
OCAW - 7-799,"STEELWORKERS, AFL-CIO",,799,1
OCAW - 7-865,"STEELWORKERS, AFL-CIO",69223,865,1
OCAW - 7-91,"STEELWORKERS, AFL-CIO",23930,0,1
OCAW - 7142,"STEELWORKERS, AFL-CIO",,142,1
OCAW - 7176,"STEELWORKERS, AFL-CIO",6946,76,1
OCAW - 7196,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 7220,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 7238,"STEELWORKERS, AFL-CIO",,238,1
OCAW - 7314,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 7389,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 7507,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 7626,"STEELWORKERS, AFL-CIO",,626,1
OCAW - 7667,"STEELWORKERS, AFL-CIO",,0,1
OCAW - 7706,"STEELWORKERS, AFL-CIO",,6,1
OCAW - 7730,"STEELWORKERS, AFL-CIO",60622,730,1
OCAW - 7816,"STEELWORKERS, AFL-CIO",,816,1
OCAW - 7841,"STEELWORKERS, AFL-CIO",,841,1
OCAW - 7967,"STEELWORKERS, AFL-CIO",36919,967,1
OCAW - 8-1409,"STEELWORKERS, AFL-CIO",34691,1409,1
OCAW - 8-209,"STEELWORKERS, AFL-CIO",18001,8,1
OCAW - 8-215,"STEELWORKERS, AFL-CIO",3197,215,1
OCAW - 8-250,"STEELWORKERS, AFL-CIO",18001,8,1
OCAW - 8-277,"STEELWORKERS, AFL-CIO",37939,277,1
OCAW - 8-375,"STEELWORKERS, AFL-CIO",18001,8,1
OCAW - 8-438,"STEELWORKERS, AFL-CIO",22617,438,1
OCAW - 8-58,"STEELWORKERS, AFL-CIO",18001,8,1
OCAW - 8-607,"STEELWORKERS, AFL-CIO",18001,8,1
OCAW - 8-667,"STEELWORKERS, AFL-CIO",18001,8,1
OCAW - 8-672,"STEELWORKERS, AFL-CIO",18001,8,1
OCAW - 8-675,"STEELWORKERS, AFL-CIO",29153,0,1
OCAW - 8-716,"STEELWORKERS, AFL-CIO",18001,8,1
OCAW - 8-719,"STEELWORKERS, AFL-CIO",544234,719,1
OCAW - 8-729,"STEELWORKERS, AFL-CIO",18001,8,1
OCAW - 8-748,"STEELWORKERS, AFL-CIO",18001,8,1
OCAW - 8-845,"STEELWORKERS, AFL-CIO",67344,845,1
OCAW - 8-859,"STEELWORKERS, AFL-CIO",66391,0,1
OCAW - 8-868,"STEELWORKERS, AFL-CIO",18001,8,1
OCAW - 8-890,"STEELWORKERS, AFL-CIO",18001,8,1
OCAW - 8-957,"STEELWORKERS, AFL-CIO",511691,957,1
OCAW - 8-991,"STEELWORKERS, AFL-CIO",18001,8,1
OCAW - 8366,"STEELWORKERS, AFL-CIO",18384,66,1
OCAW - 8993,"STEELWORKERS, AFL-CIO",2701,93,1
OCAW - INTERNATIONAL,"STEELWORKERS, AFL-CIO",,0,1
SMWIA - 456,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",35055,56,1
SMWIA Local 2,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",12414,0,1
SMWIA Local 3,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",34794,3,1
SMWIA Local 33,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",517801,0,1
SMWIA-,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",,0,1
SMWIA-26,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",37443,0,1
SMWIA-27,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",514890,0,1
SMWIA-29,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",32746,0,1
SMWIA-293,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",38672,0,1
SMWIA-5,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",529066,0,1
"Michigan State Utility Workers Council, Utility Workers Union of America (UWUA), AFL-CIO and its Loc",UTILITY WORKERS AFL-CIO,,0,1
UWUA  310,UTILITY WORKERS AFL-CIO,,0,1
UWUA  334,UTILITY WORKERS AFL-CIO,31440,334,1
UWUA  424,UTILITY WORKERS AFL-CIO,514595,424,1
UWUA - 140,UTILITY WORKERS AFL-CIO,11887,140,1
UWUA - 264,UTILITY WORKERS AFL-CIO,25518,264,1
UWUA - 369,UTILITY WORKERS AFL-CIO,5998,369,1
UWUA - 405,UTILITY WORKERS AFL-CIO,11583,405,1
UWUA - 457,UTILITY WORKERS AFL-CIO,61575,457,1
UWUA - 492,UTILITY WORKERS AFL-CIO,509361,492,1
UWUA - 542,UTILITY WORKERS AFL-CIO,542434,542,1
UWUA 102,UTILITY WORKERS AFL-CIO,24877,1,1
UWUA 223,UTILITY WORKERS AFL-CIO,,0,1
UWUA 270,UTILITY WORKERS AFL-CIO,21652,270,1
UWUA 296,UTILITY WORKERS AFL-CIO,540643,296,1
UWUA 369,UTILITY WORKERS AFL-CIO,5998,369,1
UWUA 417,UTILITY WORKERS AFL-CIO,27648,417,1
UWUA 525,UTILITY WORKERS AFL-CIO,20810,525,1
UWUA 600,UTILITY WORKERS AFL-CIO,54985,600,1
UWUA 609,UTILITY WORKERS AFL-CIO,544893,609,1
UWUA Local,UTILITY WORKERS AFL-CIO,,0,1
UWUA-127,UTILITY WORKERS AFL-CIO,32721,127,1
UWUA-176,UTILITY WORKERS AFL-CIO,35257,176,1
UWUA-242,UTILITY WORKERS AFL-CIO,52308,242,1
UWUA-273,UTILITY WORKERS AFL-CIO,47231,273,1
UWUA-285,UTILITY WORKERS AFL-CIO,17512,285,1
UWUA-340,UTILITY WORKERS AFL-CIO,,0,1
UWUA-343,UTILITY WORKERS AFL-CIO,,0,1
UWUA-350351,UTILITY WORKERS AFL-CIO,32258,351,1
UWUA-359,UTILITY WORKERS AFL-CIO,30858,359,1
UWUA-384,UTILITY WORKERS AFL-CIO,7550,384,1
UWUA-391,UTILITY WORKERS AFL-CIO,14088,391,1
UWUA-397,UTILITY WORKERS AFL-CIO,52421,397,1
UWUA-398,UTILITY WORKERS AFL-CIO,13370,398,1
UWUA-405,UTILITY WORKERS AFL-CIO,11583,405,1
UWUA-417,UTILITY WORKERS AFL-CIO,27648,417,1
UWUA-418,UTILITY WORKERS AFL-CIO,33217,418,1
UWUA-455,UTILITY WORKERS AFL-CIO,65683,455,1
UWUA-459,UTILITY WORKERS AFL-CIO,66119,459,1
UWUA-463,UTILITY WORKERS AFL-CIO,67422,463,1
UWUA-4701,UTILITY WORKERS AFL-CIO,38091,470,1
UWUA-473,UTILITY WORKERS AFL-CIO,66634,473,1
UWUA-480,UTILITY WORKERS AFL-CIO,68315,480,1
UWUA-489,UTILITY WORKERS AFL-CIO,68938,489,1
UWUA-521,UTILITY WORKERS AFL-CIO,513374,521,1
UWUA-525,UTILITY WORKERS AFL-CIO,20810,525,1
UWUA-526,UTILITY WORKERS AFL-CIO,40177,526,1
UWUA-532,UTILITY WORKERS AFL-CIO,542767,532,1
UWUA-542,UTILITY WORKERS AFL-CIO,542434,542,1
UWUA-546,UTILITY WORKERS AFL-CIO,,0,1
UWUA-556,UTILITY WORKERS AFL-CIO,,0,1
UWUA-563,UTILITY WORKERS AFL-CIO,528421,563,1
UWUA-609,UTILITY WORKERS AFL-CIO,544893,609,1
UWUA-692,UTILITY WORKERS AFL-CIO,,0,1
Uwua-223,UTILITY WORKERS AFL-CIO,,0,1
uwua-492,UTILITY WORKERS AFL-CIO,509361,492,1
International Union SPFPA Local n/a,"SECURITY POLICE, FIRE PROF, IND",,0,1
International Union of SPFPA,"SECURITY POLICE, FIRE PROF, IND",,0,1
SPFPA 555,"SECURITY POLICE, FIRE PROF, IND",,555,1
SPFPA 66,"SECURITY POLICE, FIRE PROF, IND",,66,1
IUOE - 1060,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - 11,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - 110,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - 1415,"ENGINEERS, OPERATING, AFL-CIO",20643,415,1
IUOE - 155,"ENGINEERS, OPERATING, AFL-CIO",530423,5,1
IUOE - 162,"ENGINEERS, OPERATING, AFL-CIO",7074,2,1
IUOE - 188,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - 190,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - 202,"ENGINEERS, OPERATING, AFL-CIO",7074,2,1
IUOE - 203,"ENGINEERS, OPERATING, AFL-CIO",35651,3,1
IUOE - 214,"ENGINEERS, OPERATING, AFL-CIO",19068,14,1
IUOE - 228,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - 285,"ENGINEERS, OPERATING, AFL-CIO",530423,5,1
IUOE - 32,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - 389,"ENGINEERS, OPERATING, AFL-CIO",24023,9,1
IUOE - 40,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - 441,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - 502,"ENGINEERS, OPERATING, AFL-CIO",7074,2,1
IUOE - 702,"ENGINEERS, OPERATING, AFL-CIO",7074,2,1
IUOE - 796,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - 7A,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - 80,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - 840,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - 964,"ENGINEERS, OPERATING, AFL-CIO",33610,4,1
IUOE - CT DC,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE - JNESO,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE -444,"ENGINEERS, OPERATING, AFL-CIO",33610,4,1
IUOE Local 1,"ENGINEERS, OPERATING, AFL-CIO",5121,0,1
IUOE Local 5342,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE Local N/A,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE Stationary Engineers 349,"ENGINEERS, OPERATING, AFL-CIO",4588,49,1
IUOE-01,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE-130,"ENGINEERS, OPERATING, AFL-CIO",19779,30,1
IUOE-1443,"ENGINEERS, OPERATING, AFL-CIO",503157,443,1
IUOE-155,"ENGINEERS, OPERATING, AFL-CIO",530423,5,1
IUOE-2856,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE-301,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE-47898,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE-5342,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE-541,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE-624382C,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE-820,"ENGINEERS, OPERATING, AFL-CIO",19637,20,1
IUOE-872,"ENGINEERS, OPERATING, AFL-CIO",7074,2,1
IUOE-9494A,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE-96,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE-CO,"ENGINEERS, OPERATING, AFL-CIO",,0,1
IUOE-MULTI,"ENGINEERS, OPERATING, AFL-CIO",,0,1
MULTI - BCTD/IUOE,"ENGINEERS, OPERATING, AFL-CIO",,0,1
MULTI - IBT IUOE LIUNA OPCM,"ENGINEERS, OPERATING, AFL-CIO",,0,1
MULTI - IUOE LIUNA IBT,"ENGINEERS, OPERATING, AFL-CIO",,0,1
HERE - 1199,UNITE HERE,,0,1
HERE - 28,UNITE HERE,,0,1
HERE - 49,UNITE HERE,42104,49,1
HERE-12,UNITE HERE,69609,12,1
HERE-471,UNITE HERE,544133,471,1
HERE/UNITE - 151,UNITE HERE,43767,151,1
HERE/UNITE SWU-217,UNITE HERE,40240,217,1
LDCAW Jt Bd - Unite-Here Local,UNITE HERE,544405,0,1
LDCAWJB/UNITE-HERE Local,UNITE HERE,544405,0,1
LDCAWJB/UNITE-HERE-,UNITE HERE,544405,0,1
New England Joint Board UNITE/HERE-281,UNITE HERE,49541,281,1
UNITE - HERE 74,UNITE HERE,508538,74,1
UNITE/HERE-919,UNITE HERE,542525,919,1
UNITE/HERE/UTIG-610,UNITE HERE,43368,610,1
PAT - 103,PAINTERS AFL-CIO,,0,1
PAT - 1068,PAINTERS AFL-CIO,,0,1
PAT - 1093,PAINTERS AFL-CIO,34939,93,1
PAT - 119,PAINTERS AFL-CIO,513000,19,1
PAT - 1231,PAINTERS AFL-CIO,39548,31,1
PAT - 1935,PAINTERS AFL-CIO,,0,1
PAT - 1975,PAINTERS AFL-CIO,,0,1
PAT - 1989,PAINTERS AFL-CIO,,0,1
PAT - 290,PAINTERS AFL-CIO,11914,90,1
PAT - 3038,PAINTERS AFL-CIO,37994,38,1
PAT - 3042,PAINTERS AFL-CIO,7095,42,1
PAT - 310,PAINTERS AFL-CIO,,0,1
PAT - 4,PAINTERS AFL-CIO,,0,1
PAT - 482,PAINTERS AFL-CIO,542089,82,1
PAT - 53 1144,PAINTERS AFL-CIO,25750,1144,1
PAT - 54,PAINTERS AFL-CIO,,0,1
PAT - 548,PAINTERS AFL-CIO,27993,48,1
PAT - 57,PAINTERS AFL-CIO,,0,1
PAT - 585,PAINTERS AFL-CIO,27424,85,1
PAT - 588,PAINTERS AFL-CIO,,0,1
PAT - 71,PAINTERS AFL-CIO,,0,1
PAT - 8,PAINTERS AFL-CIO,,0,1
PAT - 80,PAINTERS AFL-CIO,,0,1
PAT - 88,PAINTERS AFL-CIO,,0,1
PAT - 9,PAINTERS AFL-CIO,,0,1
PAT - 925,PAINTERS AFL-CIO,515539,25,1
"PAT - AFL-CIO, CLC",PAINTERS AFL-CIO,,0,1
PAT - KANSAS CITY,PAINTERS AFL-CIO,,0,1
PAT - NATIONAL,PAINTERS AFL-CIO,,0,1
PAT-3,PAINTERS AFL-CIO,,0,1
PAT-50,PAINTERS AFL-CIO,,0,1
PAT-78,PAINTERS AFL-CIO,,0,1
PAT-829,PAINTERS AFL-CIO,,0,1
PAT-88,PAINTERS AFL-CIO,,0,1
PAT-91,PAINTERS AFL-CIO,,0,1
PAT-IL,PAINTERS AFL-CIO,,0,1
"Amalgamated Lithogtraphers of America, Local One L GCC/IBT",PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,35319,1,1
GCC-CA,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,,0,1
GCC-MN,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,,0,1
GCC-MO,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,,0,1
GCC/IBT 1L,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,35319,1,1
GCC/IBT 25,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,,0,1
GCC/IBT District Council 1,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,543800,1,1
GCC/IBT Local 2289M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,506413,289,1
GCC/IBT-,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,,0,1
Local One L GCC/IBT,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,35319,1,1
"AAUP-AFT, Wayne State University Chapter 6075",TEACHERS AFL-CIO,,0,1
"AAUP-AFT, Wayne State University Chapter-6075",TEACHERS AFL-CIO,,0,1
ACE/NYSUT/AFT-,TEACHERS AFL-CIO,70581,0,1
ADTA/NYSUT/AFT-,TEACHERS AFL-CIO,70581,0,1
AEIOU APEA/AFT-6082,TEACHERS AFL-CIO,,0,1
AFT  CT-,TEACHERS AFL-CIO,,0,1
AFT - 1265,TEACHERS AFL-CIO,,0,1
AFT - 1825,TEACHERS AFL-CIO,545811,25,1
AFT - 1826,TEACHERS AFL-CIO,,0,1
AFT - 3175,TEACHERS AFL-CIO,,0,1
AFT - 3382 NYSUT,TEACHERS AFL-CIO,70581,0,1
AFT - 3757,TEACHERS AFL-CIO,,0,1
AFT - 37930 NYSUT,TEACHERS AFL-CIO,70581,0,1
AFT - 3831,TEACHERS AFL-CIO,547141,831,1
AFT - 3936,TEACHERS AFL-CIO,545750,36,1
AFT - 4005,TEACHERS AFL-CIO,544364,5,1
AFT - 4040,TEACHERS AFL-CIO,,0,1
AFT - 4140,TEACHERS AFL-CIO,,0,1
AFT - 4181,TEACHERS AFL-CIO,,0,1
AFT - 420,TEACHERS AFL-CIO,,0,1
AFT - 4408,TEACHERS AFL-CIO,,0,1
AFT - 4438,TEACHERS AFL-CIO,,0,1
AFT - 4485,TEACHERS AFL-CIO,,0,1
AFT - 4590,TEACHERS AFL-CIO,,0,1
AFT - 4644,TEACHERS AFL-CIO,544343,44,1
AFT - 4778,TEACHERS AFL-CIO,,0,1
AFT - 4818,TEACHERS AFL-CIO,,0,1
AFT - 5075,TEACHERS AFL-CIO,,0,1
AFT - 5086,TEACHERS AFL-CIO,,0,1
AFT - 5098,TEACHERS AFL-CIO,,0,1
AFT - 5104,TEACHERS AFL-CIO,544355,4,1
AFT - 5119,TEACHERS AFL-CIO,,0,1
AFT - 604,TEACHERS AFL-CIO,544355,4,1
AFT - 6156,TEACHERS AFL-CIO,,0,1
AFT - 771,TEACHERS AFL-CIO,545781,1,1
AFT - 8349,TEACHERS AFL-CIO,,0,1
AFT - 943,TEACHERS AFL-CIO,,0,1
AFT - AAUP,TEACHERS AFL-CIO,,0,1
AFT - AFT,TEACHERS AFL-CIO,,0,1
AFT - APEA,TEACHERS AFL-CIO,,0,1
AFT - BAFT,TEACHERS AFL-CIO,,0,1
AFT - C-AFT,TEACHERS AFL-CIO,,0,1
AFT - CAFT,TEACHERS AFL-CIO,,0,1
AFT - CCPS NYSUT,TEACHERS AFL-CIO,70581,0,1
AFT - CFEPE/FNHP,TEACHERS AFL-CIO,63924,2,1
AFT - CT,TEACHERS AFL-CIO,,0,1
AFT - CTFEPE,TEACHERS AFL-CIO,,0,1
AFT - FNHP NUIPC,TEACHERS AFL-CIO,63924,2,1
AFT - INDIAN EDUCATORS FED,TEACHERS AFL-CIO,,0,1
AFT - MFT MO ORGANIZING PROJECT,TEACHERS AFL-CIO,,0,1
AFT - MSSMEU,TEACHERS AFL-CIO,,0,1
AFT - NUIPC FNHP,TEACHERS AFL-CIO,63924,2,1
AFT - NYSUT DCAC,TEACHERS AFL-CIO,70581,0,1
AFT - NYSUT TASMSD,TEACHERS AFL-CIO,70581,0,1
AFT - NYSUTHVSOC,TEACHERS AFL-CIO,70581,0,1
AFT - OCACDS NYSUT,TEACHERS AFL-CIO,70581,0,1
AFT - OFT,TEACHERS AFL-CIO,,0,1
AFT - OREGON FNHP,TEACHERS AFL-CIO,63924,2,1
AFT - OVERSEAS FED OF TEACHERS,TEACHERS AFL-CIO,,0,1
AFT - PCCW,TEACHERS AFL-CIO,,0,1
AFT - VFNHP,TEACHERS AFL-CIO,63924,2,1
AFT - VTFNHP,TEACHERS AFL-CIO,63924,2,1
AFT - WFT,TEACHERS AFL-CIO,,0,1
AFT 604,TEACHERS AFL-CIO,544355,4,1
AFT Local N/A,TEACHERS AFL-CIO,,0,1
AFT-08080,TEACHERS AFL-CIO,,0,1
AFT-19105,TEACHERS AFL-CIO,541242,105,1
AFT-2012,TEACHERS AFL-CIO,544387,12,1
AFT-22265,TEACHERS AFL-CIO,,0,1
AFT-2628,TEACHERS AFL-CIO,,0,1
AFT-3359-3833,TEACHERS AFL-CIO,513717,3359,1
AFT-6258/6289/6309,TEACHERS AFL-CIO,,0,1
AFT-6319,TEACHERS AFL-CIO,,0,1
AFT-6361,TEACHERS AFL-CIO,,0,1
AFT-AFLCIO,TEACHERS AFL-CIO,,0,1
AFT-BSPEFNYSUT,TEACHERS AFL-CIO,70581,0,1
AFT-Brookfield Academy Teacher,TEACHERS AFL-CIO,,0,1
AFT-CT-,TEACHERS AFL-CIO,,0,1
AFT-CT-5052,TEACHERS AFL-CIO,,0,1
AFT-CT-5123,TEACHERS AFL-CIO,,0,1
AFT-FEA - UNITED SCHOOLS PASCO CO.,TEACHERS AFL-CIO,,0,1
AFT-FNHCP,TEACHERS AFL-CIO,,0,1
AFT-FTU,TEACHERS AFL-CIO,,0,1
AFT-HPAE,TEACHERS AFL-CIO,509450,0,1
AFT-Healthcare -5093,TEACHERS AFL-CIO,,0,1
AFT-IL,TEACHERS AFL-CIO,,0,1
AFT-MA,TEACHERS AFL-CIO,,0,1
AFT-MEU HPAE,TEACHERS AFL-CIO,509450,0,1
AFT-MFT,TEACHERS AFL-CIO,,0,1
AFT-Vermont,TEACHERS AFL-CIO,,0,1
AFT/ IFT - LFT,TEACHERS AFL-CIO,,0,1
AFT/ NYSUT-2,TEACHERS AFL-CIO,70581,0,1
AFT/AFSE-,TEACHERS AFL-CIO,,0,1
AFT/CT Local 5052 NFRN,TEACHERS AFL-CIO,,0,1
AFT/CT-MFLPNT,TEACHERS AFL-CIO,,0,1
AFT/FEA - UNITED SCHOOLS EMP/PASCO.,TEACHERS AFL-CIO,,0,1
